source,headline,url,scraped_at
Block Club Chicago,Quilting For A Cause: ‘Quilt-A-Thon’ To Raise Money For Detained Immigrants,https://blockclubchicago.org/2026/06/03/quilting-for-a-cause-quilt-a-thon-to-raise-money-for-detained-immigrants/,2026-06-11 17:32:07
Block Club Chicago,ICE Deported Them. Cook County Prosecutors Still Want Them Arrested For Missing Court,https://blockclubchicago.org/2026/05/29/ice-deported-them-cook-county-prosecutors-still-want-them-arrested-for-missing-court/,2026-06-11 17:32:07
Block Club Chicago,City To Collect $440k In Fines From ‘Rogue’ Bus Companies That Brought Migrants To Chicago,https://blockclubchicago.org/2026/05/29/city-to-collect-440k-in-fines-from-rogue-bus-companies-that-brought-migrants-to-chicago/,2026-06-11 17:32:07
Block Club Chicago,Chicago Teen Held For Months In ICE Detention Centers Graduates From High School: ‘Victory’,https://blockclubchicago.org/2026/05/28/chicago-teen-held-for-months-in-ice-detention-centers-graduates-from-high-school-victory/,2026-06-11 17:32:07
Block Club Chicago,Tortured In El Salvador. Detained For Over A Year. Then Deported Anyway,https://blockclubchicago.org/2026/05/12/tortured-in-el-salvador-detained-for-over-a-year-then-deported-anyway/,2026-06-11 17:32:07
Block Club Chicago,ICE Killed A Man Outside Chicago Last Year. Little Has Been Done To Investigate,https://blockclubchicago.org/2026/03/23/ice-killed-a-man-outside-chicago-last-year-little-has-been-done-to-investigate/,2026-06-11 17:32:07
Block Club Chicago,"More Than 30 Warrantless Midway Blitz Arrests Violated Consent Decree, Judge Rules",https://blockclubchicago.org/2026/02/27/more-than-30-warrantless-midway-blitz-arrests-violated-consent-decree-judge-rules/,2026-06-11 17:32:07
Block Club Chicago,"Despite Fears, Chicago’s Rapid Responders Vow To Continue Facing Down Federal Immigration Officers",https://blockclubchicago.org/2026/01/20/despite-fears-chicagos-rapid-responders-vow-to-continue-facing-down-federal-immigration-officers/,2026-06-11 17:32:07
Block Club Chicago,‘They Took Away My Son’s Life’: A Migrant Family Grapples With Loss After A Deadly Arson,https://blockclubchicago.org/2026/01/20/they-took-away-my-sons-life-a-migrant-family-grapples-with-loss-after-a-deadly-arson/,2026-06-11 17:32:07
Block Club Chicago,Her Baby Was In The NICU. She Was In ICE Detention.,https://blockclubchicago.org/2025/12/02/her-baby-was-in-the-nicu-she-was-in-ice-detention/,2026-06-11 17:32:07
