date,total_population,total_spend,news_count,social_count,cluster
2024-09-18,728290.0,28839011.52,0.0,0.0,2
2024-09-20,728290.0,2184426882.2400002,0.0,0.0,1
2024-09-22,721322.0,0.0,0.0,0.0,2
2024-09-23,721322.0,2130407.04,0.0,0.0,2
2024-09-24,721322.0,141042312.96,0.0,0.0,2
2024-09-26,721322.0,24813790.080000002,0.0,0.0,2
2024-09-27,721322.0,341949268.8,0.0,0.0,2
2024-09-30,721322.0,24906116.16,0.0,0.0,2
2024-10-01,721322.0,41413490.88,0.0,0.0,2
2024-10-02,721322.0,27894.72,0.0,0.0,2
2024-10-03,721322.0,288225.6,0.0,0.0,2
2024-10-04,721322.0,318618903.36,0.0,0.0,2
2024-10-06,699748.0,0.0,0.0,0.0,2
2024-10-07,699748.0,7087296.959999999,0.0,0.0,2
2024-10-08,699748.0,12480333.120000001,0.0,0.0,2
2024-10-09,699748.0,100362965.76,0.0,0.0,2
2024-10-10,699748.0,16416.0,0.0,0.0,2
2024-10-11,699748.0,221382175.68,0.0,0.0,2
2024-10-14,699748.0,1416182.4,0.0,0.0,2
2024-10-16,699748.0,13356702.72,0.0,0.0,2
2024-10-18,699748.0,213895385.28,0.0,0.0,2
2024-10-20,668526.0,0.0,0.0,0.0,2
2024-10-21,668526.0,1455874.56,0.0,0.0,2
2024-10-22,668526.0,73743317.76,0.0,0.0,2
2024-10-23,668526.0,664961433.5999999,0.0,0.0,1
2024-10-24,668526.0,105115938.24000001,0.0,0.0,2
2024-10-25,668526.0,207734402.88,0.0,0.0,2
2024-10-26,668526.0,3160320.0,0.0,0.0,2
2024-10-28,668526.0,1492475.52,0.0,0.0,2
2024-10-30,668526.0,7316864.64,0.0,0.0,2
2024-10-31,668526.0,37402185.6,0.0,0.0,2
2024-11-01,668526.0,234455551.68,0.0,0.0,2
2024-11-03,649632.0,0.0,0.0,0.0,2
2024-11-04,649632.0,1534671.3599999999,0.0,0.0,2
2024-11-05,649632.0,34441750.08,0.0,0.0,2
2024-11-08,649632.0,162239432.64000002,0.0,0.0,2
2024-11-11,649632.0,1173179.52,0.0,0.0,2
2024-11-13,649632.0,8003204.16,0.0,0.0,2
2024-11-15,649632.0,335789669.76,0.0,0.0,2
2024-11-17,538010.0,0.0,0.0,0.0,2
2024-11-18,538010.0,820519846.0799999,0.0,0.0,1
2024-11-20,538010.0,0.0,0.0,0.0,2
2024-11-21,538010.0,13594737.6,0.0,0.0,2
2024-11-22,538010.0,148301527.68,0.0,0.0,2
2024-11-25,538010.0,9965259.84,0.0,0.0,2
2024-11-26,538010.0,31537814.4,0.0,0.0,2
2024-11-27,538010.0,84394041.6,0.0,0.0,2
2024-11-29,538010.0,112649950.08,0.0,0.0,2
2024-11-30,538010.0,19627680.96,0.0,0.0,2
2024-12-01,437242.0,518400.0,0.0,0.0,2
2024-12-02,437242.0,517190.39999999997,0.0,0.0,2
2024-12-03,437242.0,46188976.32,0.0,0.0,2
2024-12-06,437242.0,119628609.6,0.0,0.0,2
2024-12-09,437242.0,546763.2,0.0,0.0,2
2024-12-11,437242.0,29012505.6,0.0,0.0,2
2024-12-12,437242.0,131733.12,0.0,0.0,2
2024-12-13,437242.0,72003109.44,0.0,0.0,2
2024-12-15,328970.0,0.0,0.0,0.0,2
2024-12-16,328970.0,36509345.28,0.0,0.0,2
2024-12-18,328970.0,315588.48,0.0,0.0,2
2024-12-19,328970.0,321427.2000000011,0.0,0.0,2
2024-12-20,328970.0,493188507.84000003,0.0,0.0,2
2024-12-23,328970.0,10712240.64,0.0,0.0,2
2024-12-26,328970.0,7758299.5200000005,0.0,0.0,2
2024-12-27,328970.0,113911181.76,0.0,0.0,2
2024-12-29,160398.0,0.0,0.0,0.0,2
2024-12-30,160398.0,39409126.08,0.0,0.0,2
2024-12-31,162274.0,19921093.43999999,0.0,0.0,2
2025-01-01,162274.0,518400.0,0.0,0.0,2
2025-01-06,162274.0,36215840.64,0.0,0.0,2
2025-01-10,162274.0,289143222.71999997,0.0,0.0,2
2025-01-11,162274.0,54625054.08,0.0,0.0,2
2025-01-14,162274.0,6217512.96,0.0,0.0,2
2025-01-15,162274.0,104027132.16000001,0.0,0.0,2
2025-01-16,162274.0,7949544.0,0.0,0.0,2
2025-01-17,162274.0,31140872.639999997,0.0,0.0,2
2025-01-27,162274.0,14784000.0,0.0,0.0,2
2025-01-28,162274.0,13052582.4,0.0,0.0,2
2025-04-02,162274.0,78384640.32000001,0.0,0.0,2
2025-04-24,162274.0,24000.0,0.0,0.0,2
