date,total_population,total_spend,news_count,social_count,cluster
2024-07-31,749462.0,107909267.51999997,0.0,0.0,2
2024-08-01,749462.0,154112893.44000006,0.0,0.0,2
2024-08-02,749462.0,315956531.52000004,0.0,0.0,2
2024-08-03,749462.0,79699.20000000001,0.0,0.0,2
2024-08-04,749462.0,95639.04000000001,0.0,0.0,2
2024-08-06,749462.0,2929958.4000000004,0.0,0.0,2
2024-08-07,749462.0,39662532.480000004,0.0,0.0,2
2024-08-09,749462.0,293119728.96,0.0,0.0,2
2024-08-10,749462.0,34763.520000000004,0.0,0.0,2
2024-08-11,746112.0,0.0,0.0,0.0,2
2024-08-12,746112.0,2420928.0,0.0,0.0,2
2024-08-13,746112.0,70971802.56,0.0,0.0,2
2024-08-16,746112.0,347129309.76,0.0,0.0,2
2024-08-19,746112.0,33147701.759999998,0.0,0.0,2
2024-08-22,746112.0,8901605.76,0.0,0.0,2
2024-08-23,746112.0,293992913.28000003,0.0,0.0,2
2024-08-25,728826.0,0.0,0.0,0.0,2
2024-08-26,728826.0,14654726.4,0.0,0.0,2
2024-08-27,728826.0,107969061.11999999,0.0,0.0,2
2024-08-30,728826.0,292027235.52,0.0,0.0,2
2024-08-31,728826.0,24510803.52,0.0,0.0,2
2024-09-01,728826.0,44375040.0,0.0,0.0,2
2024-09-03,728826.0,29684160.0,0.0,0.0,2
2024-09-04,728826.0,2202768.96,0.0,0.0,2
2024-09-05,728826.0,44038576.32,0.0,0.0,2
2024-09-06,728826.0,311185204.8,0.0,0.0,2
2024-09-08,728290.0,0.0,0.0,0.0,2
2024-09-09,728290.0,2373926.4000000004,0.0,0.0,2
2024-09-10,728290.0,41467199.04,0.0,0.0,2
2024-09-13,728290.0,327728258.88,0.0,0.0,2
2024-09-16,728290.0,2208384.0,0.0,0.0,2
